score,rule_name,role,rule_family,ingredient_labels,ingredient_specificity,context_labels,predicates,good_hits,bad_hits,cleaned_hits,manual_hits,good_support,bad_support,cleaned_support,manual_support,precision_vs_bad_support,lift_good_vs_bad,bad_support_note,generality_score,non_triviality_score,diversity_bonus,generation_hint,orthogonality,candidate_features,nearest_old_rule_by_token,max_old_token_jaccard,nearest_old_rule_by_coverage,max_old_coverage_jaccard,write_to_rule_cache,review_note
0.4707730809943655,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND stroke_count<=7,grammar_level_independent_rule,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,stroke_count,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",36,47,0,0,0.06642066420664207,0.01187168476888103,0.0,0.0,0.43373493975903615,5.594880668148157,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6643680811808118,0.7495999999999998,1.0,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,1.0,"['motif:relhist:E4_T0_X1_C2', 'port_count_proxy', 'stroke_count']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.46383373872227224,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND connected_components<=1,grammar_level_independent_rule,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,connectivity,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",38,58,0,0,0.07011070110701106,0.014650164182874464,0.0,0.0,0.3958333333333333,4.785659494745359,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6675968634686347,0.7495999999999998,1.0,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,1.0,"['connected_components', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.46383373872227224,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND NOT_bad_floating_or_multicomponent,grammar_level_independent_rule,two_strict_ingredients_plus_bad_avoid,relation_motif+semantic_topology,0.6799999999999999,avoid_bad_failure,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",38,58,0,0,0.07011070110701106,0.014650164182874464,0.0,0.0,0.3958333333333333,4.785659494745359,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6675968634686347,0.7495999999999998,1.0,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.46315513609048126,port_count_proxy>=18 AND motif:relhist:E4_T0_X1_C2 AND leaf_ratio<=0,grammar_level_independent_rule,two_strict_ingredients_plus_quality,relation_motif+semantic_topology,0.6799999999999999,leaf_ratio,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio<=0', 'feature': 'leaf_ratio', 'op': '<=', 'value': 0.0, 'kind': 'quality_context'}]",31,37,0,0,0.05719557195571956,0.009345794392523364,0.0,0.0,0.45588235294117646,6.1199256514299485,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6562961254612546,0.7495999999999998,1.0,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,0.9333333333333333,"['leaf_ratio', 'motif:relhist:E4_T0_X1_C2', 'port_count_proxy']",auto_pattern_003,0.06666666666666667,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.45754727301113945,motif:proxy:nested_or_multi_cycle AND motif:relhist:E4_T0_X1_C2 AND connected_components<=1,grammar_level_independent_rule,two_strict_ingredients_plus_quality,nested_portal+relation_motif,0.89,connectivity,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",41,67,10,0,0.07564575645756458,0.016923465521596362,0.027472527472527472,0.0,0.37962962962962965,4.469873672809975,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.7957999999999998,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['connected_components', 'motif:proxy:nested_or_multi_cycle', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.45754727301113945,motif:proxy:nested_or_multi_cycle AND motif:relhist:E4_T0_X1_C2 AND NOT_bad_floating_or_multicomponent,grammar_level_independent_rule,two_strict_ingredients_plus_bad_avoid,nested_portal+relation_motif,0.89,avoid_bad_failure,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",41,67,10,0,0.07564575645756458,0.016923465521596362,0.027472527472527472,0.0,0.37962962962962965,4.469873672809975,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.7957999999999998,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:proxy:nested_or_multi_cycle', 'motif:relhist:E4_T0_X1_C2']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.456899972686641,motif:proxy:orbit_or_seal_field AND motif:proxy:nested_or_multi_cycle AND stroke_count<=7,grammar_level_independent_rule,two_strict_ingredients_plus_quality,nested_portal+orbit_seal,0.7350000000000001,stroke_count,"[{'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",87,277,168,3,0.16051660516605165,0.06996716342510735,0.46153846153846156,0.0234375,0.23901098901098902,2.294170522486561,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7467020295202952,0.7617,0.6666666666666666,"grammar_production: NESTED_ORBIT_SEAL(outer_seal, inner_orbit, core_ports); bind orbit chords to shell ports",1.0,"['motif:proxy:nested_or_multi_cycle', 'motif:proxy:orbit_or_seal_field', 'stroke_count']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.4568978066807598,port_count_proxy>=18 AND motif:proxy:orbit_or_seal_field AND stroke_count<=7,grammar_level_independent_rule,two_strict_ingredients_plus_quality,orbit_seal+semantic_topology,0.525,stroke_count,"[{'name': 'port_count_proxy>=18', 'feature': 'port_count_proxy', 'op': '>=', 'value': 18.0, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",117,372,82,1,0.2158671586715867,0.09396312200050518,0.22527472527472528,0.0078125,0.2392638036809816,2.2973604194746287,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7951337638376383,0.7155,1.0,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",1.0,"['motif:proxy:orbit_or_seal_field', 'port_count_proxy', 'stroke_count']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.45653954936032876,motif:proxy:nested_or_multi_cycle AND X_count>=1 AND stroke_count<=7,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,cross_context+stroke_count,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'X_count>=1', 'feature': 'X_count', 'op': '>=', 'value': 1.0, 'kind': 'structural_context'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",81,193,104,0,0.14944649446494465,0.04874968426370296,0.2857142857142857,0.0,0.2956204379562044,3.0655889295805663,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7370156826568266,0.6323999999999999,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['X_count', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
0.4564697536631871,motif:role:maxD4_B4_portb4 AND X_count>=1 AND stroke_count<=6,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,role_port_motif,0.78,cross_context+stroke_count,"[{'name': 'motif:role:maxD4_B4_portb4', 'feature': 'motif:role:maxD4_B4_portb4', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'X_count>=1', 'feature': 'X_count', 'op': '>=', 'value': 1.0, 'kind': 'structural_context'}, {'name': 'stroke_count<=6', 'feature': 'stroke_count', 'op': '<=', 'value': 6.0, 'kind': 'quality_context'}]",39,46,15,0,0.07195571955719557,0.011619095731245263,0.04120879120879121,0.0,0.4588235294117647,6.1928841993110595,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6692112546125462,0.6015999999999999,1.0,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",1.0,"['X_count', 'motif:role:maxD4_B4_portb4', 'stroke_count']",,0.0,,0.0,False,V5 grammar-level prototype; use for typed-port graph grammar after human review
