score,rule_name,role,rule_family,ingredient_labels,ingredient_specificity,context_labels,predicates,good_hits,bad_hits,cleaned_hits,manual_hits,good_support,bad_support,cleaned_support,manual_support,precision_vs_bad_support,lift_good_vs_bad,bad_support_note,generality_score,non_triviality_score,diversity_bonus,generation_hint,orthogonality,candidate_features,nearest_old_rule_by_token,max_old_token_jaccard,nearest_old_rule_by_coverage,max_old_coverage_jaccard,write_to_rule_cache,review_note,production_tier_v7
0.44270601277007404,"motif:proxy:nested_or_multi_cycle AND T_count>=0 AND stroke_count_between[4,7]",dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,stroke_count+t_context,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'stroke_count_between[4,7]', 'feature': 'stroke_count', 'op': 'between', 'value': [4.0, 7.0], 'kind': 'quality_context'}]",89,299,175,2,0.16420664206642066,0.07552412225309421,0.4807692307692308,0.015625,0.22938144329896906,2.1742277300742203,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.749930811808118,0.6323999999999999,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.96875,"['T_count', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",auto_pattern_000,0.03125,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4349778934905,"motif:relhist:E4_T0_X1_C2 AND T_count>=0 AND stroke_count_between[4,7]",dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,relation_motif,0.86,stroke_count+t_context,"[{'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'stroke_count_between[4,7]', 'feature': 'stroke_count', 'op': 'between', 'value': [4.0, 7.0], 'kind': 'quality_context'}]",39,67,12,0,0.07195571955719557,0.016923465521596362,0.03296703296703297,0.0,0.36792452830188677,4.251831057506539,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6692112546125462,0.6192,1.0,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,0.96875,"['T_count', 'motif:relhist:E4_T0_X1_C2', 'stroke_count']",auto_pattern_000,0.03125,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4271615319196461,"motif:field:spineb1_enclb3_interb1 AND T_count>=0 AND stroke_count_between[4,7]",dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,enclosure_field,0.86,stroke_count+t_context,"[{'name': 'motif:field:spineb1_enclb3_interb1', 'feature': 'motif:field:spineb1_enclb3_interb1', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'stroke_count_between[4,7]', 'feature': 'stroke_count', 'op': 'between', 'value': [4.0, 7.0], 'kind': 'quality_context'}]",36,77,40,1,0.06642066420664207,0.01944935589795403,0.10989010989010989,0.0078125,0.3185840707964602,3.4150571432842174,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6643680811808118,0.6192,1.0,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",0.96875,"['T_count', 'motif:field:spineb1_enclb3_interb1', 'stroke_count']",auto_pattern_000,0.03125,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.42462460634447274,motif:relhist:E4_T0_X1_C2 AND T_count>=0 AND connected_components<=1,dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,relation_motif,0.86,connectivity+t_context,"[{'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",41,67,10,0,0.07564575645756458,0.016923465521596362,0.027472527472527472,0.0,0.37962962962962965,4.469873672809975,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.6192,0.6666666666666666,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,0.9666666666666667,"['T_count', 'connected_components', 'motif:relhist:E4_T0_X1_C2']",auto_pattern_000,0.03333333333333333,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4245957159554237,"motif:proxy:nested_or_multi_cycle AND motif:capacity:Sb1_CC1_C2 AND leaf_ratio_between[0,0.5]",dropped_noop_context_rule,two_strict_ingredients_plus_quality,nested_portal+semantic_topology,0.71,leaf_ratio,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:capacity:Sb1_CC1_C2', 'feature': 'motif:capacity:Sb1_CC1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio_between[0,0.5]', 'feature': 'leaf_ratio', 'op': 'between', 'value': [0.0, 0.5], 'kind': 'quality_context'}]",66,193,34,1,0.12177121771217712,0.04874968426370296,0.09340659340659341,0.0078125,0.2548262548262548,2.4978872797532303,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.712799815498155,0.7562,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.9393939393939394,"['leaf_ratio', 'motif:capacity:Sb1_CC1_C2', 'motif:proxy:nested_or_multi_cycle']",auto_pattern_003,0.06060606060606061,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.42403938537424485,"motif:proxy:nested_or_multi_cycle AND leaf_ratio_between[0,0.5] AND NOT_bad_floating_or_multicomponent",dropped_noop_context_rule,specific_ingredient_plus_quality_plus_bad_avoid,nested_portal,0.92,avoid_bad_failure+leaf_ratio,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio_between[0,0.5]', 'feature': 'leaf_ratio', 'op': 'between', 'value': [0.0, 0.5], 'kind': 'quality_context'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.5924,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.9375,"['bad_subtype:bad_floating_or_multicomponent', 'leaf_ratio', 'motif:proxy:nested_or_multi_cycle']",auto_pattern_003,0.0625,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.42240768295962977,"motif:relhist:E4_T0_X1_C2 AND X_count_between[0,1] AND leaf_ratio<=0",dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,relation_motif,0.86,cross_context+leaf_ratio,"[{'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'X_count_between[0,1]', 'feature': 'X_count', 'op': 'between', 'value': [0.0, 1.0], 'kind': 'structural_context'}, {'name': 'leaf_ratio<=0', 'feature': 'leaf_ratio', 'op': '<=', 'value': 0.0, 'kind': 'quality_context'}]",34,49,6,0,0.06273062730627306,0.012376862844152564,0.016483516483516484,0.0,0.40963855421686746,5.06837831426174,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.661139298892989,0.6192,0.6666666666666666,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,0.935483870967742,"['X_count', 'leaf_ratio', 'motif:relhist:E4_T0_X1_C2']",auto_pattern_003,0.06451612903225806,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4217847686103528,motif:relhist:E4_T0_X1_C2 AND T_count>=0 AND leaf_ratio<=0,dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,relation_motif,0.86,leaf_ratio+t_context,"[{'name': 'motif:relhist:E4_T0_X1_C2', 'feature': 'motif:relhist:E4_T0_X1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'leaf_ratio<=0', 'feature': 'leaf_ratio', 'op': '<=', 'value': 0.0, 'kind': 'quality_context'}]",34,49,6,0,0.06273062730627306,0.012376862844152564,0.016483516483516484,0.0,0.40963855421686746,5.06837831426174,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.661139298892989,0.6192,0.6666666666666666,grammar_production: RELATION_HIST_MOTIF(E2E/T/X/cycle bins); instantiate strokes then solve ports,0.9310344827586207,"['T_count', 'leaf_ratio', 'motif:relhist:E4_T0_X1_C2']",auto_pattern_003,0.06896551724137931,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.42118938537424494,motif:proxy:nested_or_multi_cycle AND T_count>=0 AND connected_components<=1,dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,connectivity+t_context,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.6323999999999999,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.9666666666666667,"['T_count', 'connected_components', 'motif:proxy:nested_or_multi_cycle']",auto_pattern_000,0.03333333333333333,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4194425528771779,motif:field:spineb1_enclb3_interb1 AND T_count>=0 AND leaf_ratio<=0,dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,enclosure_field,0.86,leaf_ratio+t_context,"[{'name': 'motif:field:spineb1_enclb3_interb1', 'feature': 'motif:field:spineb1_enclb3_interb1', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'leaf_ratio<=0', 'feature': 'leaf_ratio', 'op': '<=', 'value': 0.0, 'kind': 'quality_context'}]",37,61,22,2,0.06826568265682657,0.015407931295781763,0.06043956043956044,0.015625,0.37755102040816324,4.430554492734609,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.6659824723247233,0.6192,0.6666666666666666,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",0.9310344827586207,"['T_count', 'leaf_ratio', 'motif:field:spineb1_enclb3_interb1']",auto_pattern_003,0.06896551724137931,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.41864182798238747,motif:proxy:vertical_spine_branching AND leaf_ratio>=0 AND NOT_bad_short_or_fragmented,dropped_noop_context_rule,specific_ingredient_plus_quality_plus_bad_avoid,spine_branch,0.78,avoid_bad_failure+leaf_ratio,"[{'name': 'motif:proxy:vertical_spine_branching', 'feature': 'motif:proxy:vertical_spine_branching', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio>=0', 'feature': 'leaf_ratio', 'op': '>=', 'value': 0.0, 'kind': 'quality_context'}, {'name': 'NOT_bad_short_or_fragmented', 'feature': 'bad_subtype:bad_short_or_fragmented', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",70,172,30,8,0.12915129151291513,0.043445314473351856,0.08241758241758242,0.0625,0.2892561983471074,2.972732298195255,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7192573800738007,0.5616000000000001,1.0,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",0.9333333333333333,"['bad_subtype:bad_short_or_fragmented', 'leaf_ratio', 'motif:proxy:vertical_spine_branching']",auto_pattern_003,0.06666666666666667,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.4177540456257534,"motif:proxy:orbit_or_seal_field AND motif:capacity:Sb1_CC1_C2 AND leaf_ratio_between[0,0.5]",dropped_noop_context_rule,two_strict_ingredients_plus_quality,orbit_seal+semantic_topology,0.525,leaf_ratio,"[{'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:capacity:Sb1_CC1_C2', 'feature': 'motif:capacity:Sb1_CC1_C2', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio_between[0,0.5]', 'feature': 'leaf_ratio', 'op': 'between', 'value': [0.0, 0.5], 'kind': 'quality_context'}]",66,193,32,1,0.12177121771217712,0.04874968426370296,0.08791208791208792,0.0078125,0.2548262548262548,2.4978872797532303,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.712799815498155,0.7155,0.6666666666666666,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",0.9393939393939394,"['leaf_ratio', 'motif:capacity:Sb1_CC1_C2', 'motif:proxy:orbit_or_seal_field']",auto_pattern_003,0.06060606060606061,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
0.41460051711068724,motif:field:spineb1_enclb3_interb1 AND T_count>=0 AND connected_components<=1,dropped_noop_context_rule,specific_ingredient_plus_structural_context_plus_quality,enclosure_field,0.86,connectivity+t_context,"[{'name': 'motif:field:spineb1_enclb3_interb1', 'feature': 'motif:field:spineb1_enclb3_interb1', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",41,89,37,2,0.07564575645756458,0.02248042434958323,0.10164835164835165,0.015625,0.3153846153846154,3.3649611286810903,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.672440036900369,0.6192,0.6666666666666666,"grammar_production: DISCOVERED_TOPOLOGY_MOTIF(typed_ports, optional_shell, curve_flow); stochastic nonmechanical composition",0.9666666666666667,"['T_count', 'connected_components', 'motif:field:spineb1_enclb3_interb1']",auto_pattern_000,0.03333333333333333,,0.0,False,V7 dropped: contains no-op context such as T_count>=0 / curve_ratio<=1.,dropped_noop_context
