score,rule_name,role,rule_family,ingredient_labels,ingredient_specificity,context_labels,predicates,good_hits,bad_hits,cleaned_hits,manual_hits,good_support,bad_support,cleaned_support,manual_support,precision_vs_bad_support,lift_good_vs_bad,bad_support_note,generality_score,non_triviality_score,diversity_bonus,generation_hint,orthogonality,candidate_features,nearest_old_rule_by_token,max_old_token_jaccard,nearest_old_rule_by_coverage,max_old_coverage_jaccard,write_to_rule_cache,review_note,alignment_tier_v6,original_v5_score,alignment_bonus_v6
0.7502200882586727,motif:proxy:orbit_or_seal_field AND motif:proxy:nested_or_multi_cycle AND stroke_count<=7,grammar_level_independent_rule,two_strict_ingredients_plus_quality,nested_portal+orbit_seal,0.7350000000000001,stroke_count,"[{'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",87,277,168,3,0.16051660516605165,0.06996716342510735,0.46153846153846156,0.0234375,0.23901098901098902,2.294170522486561,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7467020295202952,0.7617,0.6666666666666666,"grammar_production: NESTED_ORBIT_SEAL(outer_seal, inner_orbit, core_ports); bind orbit chords to shell ports",1.0,"['motif:proxy:nested_or_multi_cycle', 'motif:proxy:orbit_or_seal_field', 'stroke_count']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.456899972686641,0.29332011557203175
0.7485539936573524,motif:proxy:nested_or_multi_cycle AND max_degree>=3 AND stroke_count<=7,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,graph_complexity+stroke_count,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'max_degree>=3', 'feature': 'max_degree', 'op': '>=', 'value': 3.0, 'kind': 'structural_context'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",89,284,173,3,0.16420664206642066,0.07173528668855772,0.47527472527472525,0.0234375,0.2386058981233244,2.2890637001322403,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.749930811808118,0.6323999999999999,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['max_degree', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.4507655189362188,0.2977884747211337
0.7463709822943965,motif:proxy:nested_or_multi_cycle AND cycle_count>=1 AND stroke_count<=7,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,cycle_context+stroke_count,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'cycle_count>=1', 'feature': 'cycle_count', 'op': '>=', 'value': 1.0, 'kind': 'structural_context'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}]",89,299,175,3,0.16420664206642066,0.07552412225309421,0.4807692307692308,0.0234375,0.22938144329896906,2.1742277300742203,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.749930811808118,0.6323999999999999,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['cycle_count', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.44723726277007403,0.29913371952432244
0.7409022322943964,"motif:proxy:nested_or_multi_cycle AND T_count>=0 AND stroke_count_between[4,7]",grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,stroke_count+t_context,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'stroke_count_between[4,7]', 'feature': 'stroke_count', 'op': 'between', 'value': [4.0, 7.0], 'kind': 'quality_context'}]",89,299,175,2,0.16420664206642066,0.07552412225309421,0.4807692307692308,0.015625,0.22938144329896906,2.1742277300742203,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.749930811808118,0.6323999999999999,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.96875,"['T_count', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",auto_pattern_000,0.03125,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.44270601277007404,0.2981962195243224
0.7343365686846518,motif:proxy:orbit_or_seal_field AND motif:proxy:nested_or_multi_cycle AND connected_components<=1,grammar_level_independent_rule,two_strict_ingredients_plus_quality,nested_portal+orbit_seal,0.7350000000000001,connectivity,"[{'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",102,375,158,3,0.1881918819188192,0.09472088911341248,0.4340659340659341,0.0234375,0.2138364779874214,1.9868044176262574,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.7617,0.6666666666666666,"grammar_production: NESTED_ORBIT_SEAL(outer_seal, inner_orbit, core_ports); bind orbit chords to shell ports",1.0,"['connected_components', 'motif:proxy:nested_or_multi_cycle', 'motif:proxy:orbit_or_seal_field']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.44757153523970106,0.28676503344495075
0.7343365686846518,motif:proxy:orbit_or_seal_field AND motif:proxy:nested_or_multi_cycle AND NOT_bad_floating_or_multicomponent,grammar_level_independent_rule,two_strict_ingredients_plus_bad_avoid,nested_portal+orbit_seal,0.7350000000000001,avoid_bad_failure,"[{'name': 'motif:proxy:orbit_or_seal_field', 'feature': 'motif:proxy:orbit_or_seal_field', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",102,375,158,3,0.1881918819188192,0.09472088911341248,0.4340659340659341,0.0234375,0.2138364779874214,1.9868044176262574,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.7617,0.6666666666666666,"grammar_production: NESTED_ORBIT_SEAL(outer_seal, inner_orbit, core_ports); bind orbit chords to shell ports",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:proxy:nested_or_multi_cycle', 'motif:proxy:orbit_or_seal_field']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.44757153523970106,0.28676503344495075
0.7141481943961488,motif:proxy:nested_or_multi_cycle AND topology_event_count>=3 AND connected_components<=1,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,connectivity+graph_complexity,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'topology_event_count>=3', 'feature': 'topology_event_count', 'op': '>=', 'value': 3.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.6323999999999999,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['connected_components', 'motif:proxy:nested_or_multi_cycle', 'topology_event_count']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.4258560520409116,0.28829214235523726
0.7141481943961488,motif:proxy:nested_or_multi_cycle AND cycle_count>=1 AND connected_components<=1,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,connectivity+cycle_context,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'cycle_count>=1', 'feature': 'cycle_count', 'op': '>=', 'value': 1.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.6323999999999999,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['connected_components', 'cycle_count', 'motif:proxy:nested_or_multi_cycle']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.4258560520409116,0.28829214235523726
0.7123315277294822,"motif:proxy:nested_or_multi_cycle AND leaf_ratio_between[0,0.5] AND NOT_bad_floating_or_multicomponent",grammar_level_independent_rule,specific_ingredient_plus_quality_plus_bad_avoid,nested_portal,0.92,avoid_bad_failure+leaf_ratio,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'leaf_ratio_between[0,0.5]', 'feature': 'leaf_ratio', 'op': 'between', 'value': [0.0, 0.5], 'kind': 'quality_context'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.5924,1.0,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.9375,"['bad_subtype:bad_floating_or_multicomponent', 'leaf_ratio', 'motif:proxy:nested_or_multi_cycle']",auto_pattern_003,0.0625,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.42403938537424485,0.28829214235523726
0.7105144076267579,motif:proxy:nested_or_multi_cycle AND stroke_count<=7 AND NOT_bad_floating_or_multicomponent,grammar_level_independent_rule,specific_ingredient_plus_quality_plus_bad_avoid,nested_portal,0.92,avoid_bad_failure+stroke_count,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'stroke_count<=7', 'feature': 'stroke_count', 'op': '<=', 'value': 7.0, 'kind': 'quality_context'}, {'name': 'NOT_bad_floating_or_multicomponent', 'feature': 'bad_subtype:bad_floating_or_multicomponent', 'op': 'not', 'value': True, 'kind': 'bad_avoid_context'}]",82,230,148,3,0.15129151291512916,0.05809547865622632,0.4065934065934066,0.0234375,0.26282051282051283,2.6041873620870373,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.738630073800738,0.5924,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",1.0,"['bad_subtype:bad_floating_or_multicomponent', 'motif:proxy:nested_or_multi_cycle', 'stroke_count']",,0.0,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.4339503984799794,0.2765640091467785
0.7094815277294821,motif:proxy:nested_or_multi_cycle AND T_count>=0 AND connected_components<=1,grammar_level_independent_rule,specific_ingredient_plus_structural_context_plus_quality,nested_portal,0.92,connectivity+t_context,"[{'name': 'motif:proxy:nested_or_multi_cycle', 'feature': 'motif:proxy:nested_or_multi_cycle', 'op': 'has', 'value': True, 'kind': 'strict_positive_ingredient'}, {'name': 'T_count>=0', 'feature': 'T_count', 'op': '>=', 'value': 0.0, 'kind': 'structural_context'}, {'name': 'connected_components<=1', 'feature': 'connected_components', 'op': '<=', 'value': 1.0, 'kind': 'quality_context'}]",102,381,160,3,0.1881918819188192,0.09623642333922708,0.43956043956043955,0.0234375,0.2111801242236025,1.9555161594060806,"V5 penalizes high bad support; accepted candidates should explain a reusable grammar motif, not a quality filter.",0.7709178966789668,0.6323999999999999,0.6666666666666666,"grammar_production: NESTED_PORTAL(core, shell_layers); add optional hook/chord and project physical constraints",0.9666666666666667,"['T_count', 'connected_components', 'motif:proxy:nested_or_multi_cycle']",auto_pattern_000,0.03333333333333333,,0.0,False,V6: production candidate; cleaned/manual or broad Good alignment supports promotion.,production_aligned,0.42118938537424494,0.28829214235523726
